song_id,quadrant,valence,arousal,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,top_k_mood,top_k_genre,top_k_theme,top_k_style,theme_label
MT0010310894,Q2,0.35,0.60875,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,9,9",Pop/Rock,6,"Cool & Cocky,Guys Night Out,Politics/Society","9,9,9","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal","5,5,6","tense/anxious,volatile",pop/rock,"cool & cocky,guys night out,politics/society",speed/thrash metal,"T2,T3"
MT0010310896,Q2,0.30625,0.57875,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,9,9",Pop/Rock,6,"Cool & Cocky,Guys Night Out,Politics/Society","9,9,9","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal","5,5,6","tense/anxious,volatile",pop/rock,"cool & cocky,guys night out,politics/society",speed/thrash metal,"T2,T3"
MT0010310897,Q2,0.328125,0.598125,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,9,9",Pop/Rock,6,"Cool & Cocky,Guys Night Out,Politics/Society","9,9,9","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal","5,5,6","tense/anxious,volatile",pop/rock,"cool & cocky,guys night out,politics/society",speed/thrash metal,"T2,T3"
MT0010310898,Q2,0.35,0.60875,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,9,9",Pop/Rock,6,"Cool & Cocky,Guys Night Out,Politics/Society","9,9,9","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal","5,5,6","tense/anxious,volatile",pop/rock,"cool & cocky,guys night out,politics/society",speed/thrash metal,"T2,T3"
MT0010310899,Q2,0.30625,0.5875,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,9,9",Pop/Rock,6,"Cool & Cocky,Guys Night Out,Politics/Society","9,9,9","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal","5,5,6","tense/anxious,volatile",pop/rock,"cool & cocky,guys night out,politics/society",speed/thrash metal,"T2,T3"
MT0010344415,Q1,0.765,0.6375,"Amiable/Good-Natured,Dramatic,Energetic,Freewheeling,Fun,Intense,Lively,Playful,Rousing,Sexy,Theatrical","5,5,5,5,5,7,7,7,8,8,9","Pop/Rock,Stage & Screen","5,6","Club,Dance Party,Late Night,Seduction","9,9,9,9","Musical Theater,Pop,Pop Idol","4,8,9",theatrical,stage & screen,"club,dance party,late night,seduction",pop idol,"T1,T2,T5,T6"
MT0010363782,Q3,0.20875,0.42125,"Agreeable,Calm/Peaceful,Dreamy,Intimate,Laid-Back/Mellow,Lonely,Mystical,Romantic,Sad,Sentimental,Sweet,Yearning","5,5,5,5,5,5,5,5,5,5,5,7",R&B,7,"Despair,In Love,Pain,Passion,Promises,Relationships,Sorrow,Tragedy,Truth,Violence","5,5,5,5,5,5,5,5,5,7","Neo-Soul,Soul","7,7",yearning,r&b,violence,"neo-soul,soul",T3
MT0010368848,Q1,0.79,0.54125,"Amiable/Good-Natured,Carefree,Cheerful,Exuberant,Fun,Happy,Humorous,Lively,Playful,Rousing,Slick,Smooth,Sparkling,Summery,Warm,Witty","5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,8",Pop/Rock,8,"At the Beach,Drinking,Hanging Out,Partying,Playful,Summer,TGIF,Vacation","8,8,8,9,9,9,9,9","Adult Contemporary,Contemporary Pop/Rock,Soft Rock","5,5,8",witty,pop/rock,"partying,playful,summer,tgif,vacation",soft rock,T2
MT0010369823,Q2,0.305,0.54875,"Angry,Bleak,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Volatile","7,8,8,8,8,8,8,8,8",Pop/Rock,8,"Guys Night Out,Late Night","5,5","Heavy Metal,Speed/Thrash Metal","8,8","bleak,harsh,hostile,intense,malevolent,menacing,nihilistic,volatile",pop/rock,"guys night out,late night","heavy metal,speed/thrash metal","T2,T5"
MT0010375510,Q3,0.3425,0.34125,"Bleak,Brooding,Hypnotic,Melancholy,Plaintive,Sad,Searching,Somber","5,6,6,6,6,7,7,7",Reggae,6,"Feeling Blue,Rainy Day,Revolutionary","6,6,7",Contemporary Reggae,6,"sad,searching,somber",reggae,revolutionary,contemporary reggae,T2
MT0010392442,Q1,0.80625,0.63125,"Amiable/Good-Natured,Boisterous,Carefree,Cheerful,Confident,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Innocent,Joyous,Lively,Playful,Romantic,Rousing,Sentimental,Sweet","6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,9,9","Blues,Jazz,Vocal","7,9,9","Dinner Ambiance,In Love,Summer,Sunday Afternoon","7,7,9,9","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz","6,7,9,9","sentimental,sweet","jazz,vocal","summer,sunday afternoon","traditional pop,vocal jazz","T2,T4"
MT0010394619,Q1,0.82875,0.5862499999999999,"Boisterous,Carefree,Cheerful,Earthy,Energetic,Exuberant,Freewheeling,Happy,Humorous,Joyous,Lively,Playful,Rambunctious,Rousing,Silly","6,6,6,6,7,7,7,7,7,8,8,8,8,9,9","Blues,Jazz,Vocal","7,9,9","Small Gathering,Sunday Afternoon","7,9","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz","6,7,9,9","rousing,silly","jazz,vocal",sunday afternoon,"traditional pop,vocal jazz",T4
MT0010405928,Q2,0.305,0.54875,"Angry,Bleak,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Volatile","7,8,8,8,8,8,8,8,8",Pop/Rock,8,"Guys Night Out,Late Night","5,5","Heavy Metal,Speed/Thrash Metal","8,8","bleak,harsh,hostile,intense,malevolent,menacing,nihilistic,volatile",pop/rock,"guys night out,late night","heavy metal,speed/thrash metal","T2,T5"
MT0010415730,Q2,0.2875,0.54875,"Acerbic,Aggressive,Angry,Brash,Cynical/Sarcastic,Fiery,Harsh,Hostile,Intense,Irreverent,Nihilistic,Outraged,Rebellious,Snide,Street-Smart,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","1,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8,8,9",Pop/Rock,9,"Empowering,Motivation,Revolutionary","5,5,5","British Punk,Hardcore Punk,Punk,Punk/New Wave","4,8,9,9",volatile,pop/rock,"empowering,motivation,revolutionary","punk,punk/new wave",T2
MT0010437635,Q3,0.40125,0.3375,"Cerebral,Complex,Earthy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Organic,Refined,Reflective,Relaxed,Sensual,Soft/Quiet,Somber,Soothing,Sophisticated,Warm,Weary","5,6,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9",Jazz,9,"Dinner Ambiance,Introspection,Reflection,Relaxation","9,9,9,9","Bop,Hard Bop","5,9","soothing,sophisticated,warm,weary",jazz,"dinner ambiance,introspection,reflection,relaxation",hard bop,"T4,T5,T6"
MT0010444469,Q4,0.63125,0.3987499999999999,"Atmospheric,Delicate,Earthy,Intimate,Organic,Plaintive,Poignant,Quirky,Summery,Wistful,Yearning","5,5,5,5,5,5,5,6,7,7,7",Reggae,7,"Affirmation,Empowering,Feeling Blue,Freedom,Introspection,Late Night,Rainy Day,Reflection,Summer","5,5,5,5,5,5,6,7,7",Roots Reggae,7,"summery,wistful,yearning",reggae,"reflection,summer",roots reggae,"T2,T5"
MT0010463505,Q2,0.305,0.57875,"Aggressive,Crunchy,Fierce,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Raucous,Rebellious,Street-Smart,Tense/Anxious,Thuggish,Trashy,Visceral,Volatile","8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Empowering,Maverick,Revolutionary,Scary Music","5,9,9,9,9","Death Metal,Grindcore,Heavy Metal","7,9,9","intense,malevolent,menacing,raucous,rebellious,street-smart,tense/anxious,thuggish,trashy,visceral,volatile",pop/rock,"empowering,maverick,revolutionary,scary music","grindcore,heavy metal","T2,T3"
MT0010468178,Q3,0.23875,0.300625,"Bleak,Brooding,Gloomy,Intimate,Lonely,Meditative,Melancholy,Reflective,Romantic,Sad,Somber,Yearning","4,5,5,5,5,5,5,6,7,7,7,8",Pop/Rock,8,"Biographical,Feeling Blue,Goodbyes,Heartache,In Love,Late Night,Pain,Passion,Poetry,Reflection,Relationships,Temptation,Tragedy","4,4,4,5,5,5,5,5,5,5,5,5,5","Alternative Pop/Rock,Alternative/Indie Rock,Britpop,Contemporary Pop/Rock,Neo-Glam","3,5,5,8,8",yearning,pop/rock,"heartache,in love,late night,pain,passion,poetry,reflection,relationships,temptation,tragedy","contemporary pop/rock,neo-glam","T1,T5,T6"
MT0010474345,Q2,0.26125,0.5225,"Bitter,Bravado,Confident,Energetic,Fiery,Hostile,Intense,Lively,Provocative,Reckless,Rousing,Street-Smart,Thuggish,Visceral,Volatile","6,6,6,6,7,7,7,7,7,7,7,7,7,8,8",Rap,9,"Cool & Cocky,Guys Night Out","6,7","Gangsta Rap,Hardcore Rap,Southern Rap","5,9,9","visceral,volatile",rap,guys night out,"hardcore rap,southern rap",T2
MT0010477194,Q2,0.2875,0.54875,"Acerbic,Aggressive,Angry,Brash,Cynical/Sarcastic,Fiery,Harsh,Hostile,Intense,Irreverent,Nihilistic,Outraged,Rebellious,Snide,Street-Smart,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","1,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8,8,9",Pop/Rock,9,"Empowering,Motivation,Revolutionary","5,5,5","British Punk,Hardcore Punk,Punk,Punk/New Wave","4,8,9,9",volatile,pop/rock,"empowering,motivation,revolutionary","punk,punk/new wave",T2
MT0010480965,Q2,0.305,0.54875,"Angry,Bleak,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Volatile","7,8,8,8,8,8,8,8,8",Pop/Rock,8,"Guys Night Out,Late Night","5,5","Heavy Metal,Speed/Thrash Metal","8,8","bleak,harsh,hostile,intense,malevolent,menacing,nihilistic,volatile",pop/rock,"guys night out,late night","heavy metal,speed/thrash metal","T2,T5"
MT0010481194,Q2,0.2875,0.54875,"Acerbic,Aggressive,Angry,Brash,Cynical/Sarcastic,Fiery,Harsh,Hostile,Intense,Irreverent,Nihilistic,Outraged,Rebellious,Snide,Street-Smart,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","1,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8,8,9",Pop/Rock,9,"Empowering,Motivation,Revolutionary","5,5,5","British Punk,Hardcore Punk,Punk,Punk/New Wave","4,8,9,9",volatile,pop/rock,"empowering,motivation,revolutionary","punk,punk/new wave",T2
MT0010482550,Q1,0.82375,0.61625,"Amiable/Good-Natured,Carefree,Cheerful,Confident,Dramatic,Earnest,Energetic,Freewheeling,Fun,Intense,Lively,Passionate,Romantic,Rousing","5,5,5,5,5,5,5,5,5,5,5,5,5,5","Blues,R&B","6,9","Late Night,Road Trip","5,5","Funk,Quiet Storm,Smooth Soul,Soul,Soul-Blues,Urban","6,6,6,6,6,9","amiable/good-natured,carefree,cheerful,confident,dramatic,earnest,energetic,freewheeling,fun,intense,lively,passionate,romantic,rousing",r&b,"late night,road trip",urban,"T2,T5"
MT0010485559,Q2,0.305625,0.56375,"Aggressive,Angry,Bleak,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Provocative,Tense/Anxious,Volatile","7,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,Guys Night Out,9,"Heavy Metal,Speed/Thrash Metal","9,9","angry,bleak,fierce,harsh,hostile,intense,malevolent,menacing,nihilistic,provocative,tense/anxious,volatile",pop/rock,guys night out,"heavy metal,speed/thrash metal",T2
MT0010485603,Q4,0.63125,0.2306249999999999,"Atmospheric,Earthy,Elegant,Melancholy,Organic,Passionate,Refined,Reserved,Restrained,Soft/Quiet,Soothing,Warm,Weary,Yearning","5,6,6,6,7,7,7,7,7,7,7,7,8,8","Blues,Jazz","7,9","Feeling Blue,Heartache,Late Night,Long Walk,Rainy Day,Reflection,Regret,Solitude","5,5,5,6,7,8,9,9","Jazz Blues,Urban Blues","7,9","weary,yearning",jazz,"regret,solitude",urban blues,T5
MT0010487366,Q2,0.305625,0.583125,"Aggressive,Angry,Bleak,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Provocative,Tense/Anxious,Volatile","7,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,Guys Night Out,9,"Heavy Metal,Speed/Thrash Metal","9,9","angry,bleak,fierce,harsh,hostile,intense,malevolent,menacing,nihilistic,provocative,tense/anxious,volatile",pop/rock,guys night out,"heavy metal,speed/thrash metal",T2
MT0010487769,Q1,0.599375,0.6443749999999999,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","6,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,New Love","9,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","sexy,spicy,urgent,yearning",jazz,"dinner ambiance,in love,new love","world fusion,worldbeat",T6
MT0010487795,Q1,0.599375,0.6443749999999999,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","6,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,New Love","9,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","sexy,spicy,urgent,yearning",jazz,"dinner ambiance,in love,new love","world fusion,worldbeat",T6
MT0010489498,Q1,0.665,0.70375,"Bright,Cathartic,Dramatic,Earnest,Fiery,Freewheeling,Passionate,Romantic,Sexy,Spicy,Theatrical,Urgent,Yearning","6,7,7,7,7,7,7,7,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,Romantic Evening,Seduction","7,8,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","theatrical,urgent,yearning",jazz,"romantic evening,seduction","world fusion,worldbeat",T6
MT0010492983,Q1,0.670625,0.620625,"Bravado,Bright,Cathartic,Dramatic,Energetic,Fiery,Freewheeling,Lively,Passionate,Rousing,Sexy,Urgent,Yearning","6,7,7,7,7,7,7,8,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,New Love","8,8,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","sexy,urgent,yearning",jazz,new love,"world fusion,worldbeat",T6
MT0010498312,Q1,0.80625,0.7025,"Amiable/Good-Natured,Bright,Carefree,Confident,Elegant,Energetic,Exciting,Joyous,Lively,Passionate,Rollicking,Smooth,Sparkling,Summery,Theatrical","5,5,5,5,6,6,6,7,7,8,8,9,9,9,9",Jazz,9,"Celebration,Comfort,Reminiscing,Sunday Afternoon","9,9,9,9","Big Band,Swing","6,9","smooth,sparkling,summery,theatrical",jazz,"celebration,comfort,reminiscing,sunday afternoon",swing,"T1,T4"
MT0010501618,Q1,0.80625,0.70375,"Boisterous,Brassy,Bright,Carefree,Celebratory,Cheerful,Confident,Energetic,Exciting,Fun,Joyous,Lively,Playful,Rousing,Smooth,Spicy,Stylish,Sweet,Warm","6,6,6,6,6,7,7,7,7,7,7,7,8,8,9,9,9,9,9","Jazz,Latin","9,9","Celebration,Freedom,Motivation,Partying,Small Gathering,TGIF","7,9,9,9,9,9","Afro-Cuban Jazz,Cuban Traditions,Latin Big Band,Latin Jazz,Mambo,World Fusion","6,6,8,9,9,9","smooth,spicy,stylish,sweet,warm","jazz,latin","freedom,motivation,partying,small gathering,tgif","latin jazz,mambo,world fusion",T2
MT0010502078,Q2,0.36875,0.55625,"Ambitious,Boisterous,Brash,Bravado,Confident,Confrontational,Energetic,Fierce,Fiery,Humorous,Intense,Literate,Menacing,Ominous,Rebellious,Restrained,Somber,Street-Smart,Swaggering,Uncompromising,Urgent","5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,8,8,8,8,9,9",Rap,9,"Cool & Cocky,Hanging Out,Partying,Revolutionary","5,5,7,8","East Coast Rap,Golden Age,Hardcore Rap","8,9,9","uncompromising,urgent",rap,revolutionary,"golden age,hardcore rap",T2
MT0010502743,Q4,0.71,0.26125,"Amiable/Good-Natured,Delicate,Elegant,Gentle,Intimate,Laid-Back/Mellow,Light,Refined,Relaxed,Reserved,Smooth,Soothing,Sophisticated,Stylish,Warm","5,6,6,6,7,7,7,7,7,8,8,8,9,9,9","Jazz,Vocal","4,9","At the Office,Background Music,Dinner Ambiance,Relaxation","9,9,9,9","Bop,Mainstream Jazz,Standards","4,5,9","sophisticated,stylish,warm",vocal,"at the office,background music,dinner ambiance,relaxation",standards,"T4,T6"
MT0010506192,Q3,0.22625,0.47375,"Anguished/Distraught,Brooding,Cold,Earthy,Intimate,Plaintive,Reflective,Street-Smart,Weary","5,5,6,6,7,7,7,8,9",Blues,8,"Introspection,Long Walk","5,5","Acoustic New Orleans Blues,Regional Blues,Swamp Blues","8,8,8",weary,blues,"introspection,long walk","acoustic new orleans blues,regional blues,swamp blues",T5
MT0010510852,Q1,0.82875,0.621875,"Amiable/Good-Natured,Bright,Carefree,Confident,Effervescent,Energetic,Exciting,Exuberant,Fun,Happy,Humorous,Joyous,Lively,Playful,Rousing,Sparkling","4,5,5,6,7,7,7,7,7,8,8,8,8,8,9,9",Jazz,9,"Celebration,Comfort,Reminiscing,Sunday Afternoon","9,9,9,9","Big Band,Swing","9,9","rousing,sparkling",jazz,"celebration,comfort,reminiscing,sunday afternoon","big band,swing","T1,T4"
MT0010524453,Q1,0.69375,0.515,"Ambitious,Confident,Earnest,Fiery,Innocent,Intense,Lively,Organic,Passionate,Romantic","7,8,8,8,8,8,8,8,8,9",Pop/Rock,9,"Affirmation,Empowering","8,8","Adult Contemporary,Contemporary Pop/Rock,Singer/Songwriter,Soft Rock","5,5,5,9",romantic,pop/rock,"affirmation,empowering",soft rock,"T2,T4"
MT0010526041,Q2,0.3675,0.545,"Aggressive,Angry,Bitter,Bleak,Cathartic,Cerebral,Confrontational,Crunchy,Dramatic,Earnest,Fierce,Fiery,Gloomy,Gritty,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Provocative,Rambunctious,Rebellious,Searching,Suffocating,Tense/Anxious,Theatrical,Thuggish,Uncompromising,Visceral,Volatile","2,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,9",Pop/Rock,8,"Maverick,Revolutionary,Victory","5,5,5","Hard Rock,Heavy Metal","7,8",volatile,pop/rock,"maverick,revolutionary,victory",heavy metal,T2
MT0010534904,Q4,0.75625,0.29375,"Amiable/Good-Natured,Gentle,Intimate,Laid-Back/Mellow,Light,Poignant,Precious,Reflective,Relaxed,Soft/Quiet,Soothing,Sweet,Warm","8,8,8,8,9,9,9,9,9,9,9,9,9","Children's,Pop/Rock","7,9","Affection/Fondness,Comfort,Hanging Out,In Love,Reflection,Relaxation,Spring,Summer,Sunday Afternoon,Sweet Dreams","5,6,6,7,7,7,7,9,9,9","Album Rock,Contemporary Pop/Rock,Instrumental Rock,Lullabies,Singer/Songwriter,Soft Rock","5,7,7,9,9,9","light,poignant,precious,reflective,relaxed,soft/quiet,soothing,sweet,warm",pop/rock,"summer,sunday afternoon,sweet dreams","lullabies,singer/songwriter,soft rock","T2,T4"
MT0010545132,Q4,0.683125,0.425,"Atmospheric,Austere,Bright,Celebratory,Earthy,Eerie,Energetic,Fun,Gentle,Intimate,Organic,Playful,Quirky,Rustic,Warm,Whimsical,Wry","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Country,Folk,International","5,5,5","Affection/Fondness,Affirmation,Celebration,Early Morning,Feeling Blue,Freedom,Hanging Out,Late Night,Rainy Day,Road Trip,Summer,Sunday Afternoon,TGIF","5,5,5,5,5,5,5,5,5,5,5,5,5","Americana,Appalachian,Country-Folk,North American Traditions,Old-Timey,Traditional Folk","5,5,5,5,5,5","atmospheric,austere,bright,celebratory,earthy,eerie,energetic,fun,gentle,intimate,organic,playful,quirky,rustic,warm,whimsical,wry","country,folk,international","affection/fondness,affirmation,celebration,early morning,feeling blue,freedom,hanging out,late night,rainy day,road trip,summer,sunday afternoon,tgif","americana,appalachian,country-folk,north american traditions,old-timey,traditional folk","T2,T4,T5,T6"
MT0010548963,Q1,0.848125,0.6131249999999999,"Carefree,Cheerful,Energetic,Happy","7,7,7,7",Pop/Rock,7,"Partying,Playful","5,5","Contemporary Pop/Rock,Euro-Pop,Swedish Pop/Rock","5,5,7","carefree,cheerful,energetic,happy",pop/rock,"partying,playful",swedish pop/rock,T2
MT0010551970,Q4,0.73,0.284375,"Gentle,Light,Pastoral,Reflective,Soft/Quiet,Sweet","5,5,6,7,7,8",Pop/Rock,9,"Relaxation,Sweet Dreams","5,6","Euro-Pop,Soft Rock,Swedish Pop/Rock","5,7,9",sweet,pop/rock,sweet dreams,swedish pop/rock,T4
MT0010552273,Q1,0.875,0.63125,"Carefree,Cheerful,Energetic,Fun,Happy","7,7,7,7,7",Pop/Rock,9,"Girls Night Out,Partying","5,5","Contemporary Pop/Rock,Euro-Pop,Swedish Pop/Rock","5,5,9","carefree,cheerful,energetic,fun,happy",pop/rock,"girls night out,partying",swedish pop/rock,T2
MT0010552303,Q1,0.67875,0.58125,"Cynical/Sarcastic,Freewheeling,Fun,Humorous,Irreverent,Literate,Playful,Quirky,Raucous,Rollicking,Rousing,Swaggering,Urgent,Witty,Wry","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Road Trip","9,9","Folk-Rock,Psychedelic/Garage,Rock & Roll,Singer/Songwriter","9,9,9,9","cynical/sarcastic,freewheeling,fun,humorous,irreverent,literate,playful,quirky,raucous,rollicking,rousing,swaggering,urgent,witty,wry",pop/rock,"cool & cocky,road trip","folk-rock,psychedelic/garage,rock & roll,singer/songwriter",T2
MT0010554620,Q2,0.308125,0.590625,"Aggressive,Boisterous,Bravado,Confident,Crunchy,Druggy,Fierce,Greasy,Gritty,Gutsy,Hedonistic,Intense,Malevolent,Menacing,Raucous,Rousing,Rowdy,Sleazy,Street-Smart,Swaggering,Trashy,Trippy,Visceral","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8",Pop/Rock,9,"Cool & Cocky,Drinking,Guys Night Out,Mischievous,Partying","8,8,8,8,8","Alternative Metal,Alternative Pop/Rock,Alternative/Indie Rock,Hard Rock,Heavy Metal","5,9,9,9,9","trashy,trippy,visceral",pop/rock,"cool & cocky,drinking,guys night out,mischievous,partying","alternative pop/rock,alternative/indie rock,hard rock,heavy metal",T2
MT0010574326,Q1,0.92125,0.63125,"Celebratory,Cheerful,Earthy,Freewheeling,Fun,Happy,Lively,Playful,Rollicking,Rousing,Swaggering","9,9,9,9,9,9,9,9,9,9,9","Pop/Rock,R&B","9,9","Hanging Out,Partying,Playful,TGIF","8,9,9,9","Early R&B,New Orleans R&B,Rock & Roll","9,9,9","celebratory,cheerful,earthy,freewheeling,fun,happy,lively,playful,rollicking,rousing,swaggering","pop/rock,r&b","partying,playful,tgif","early r&b,new orleans r&b,rock & roll",T2
MT0010582452,Q4,0.75625,0.3924999999999999,"Carefree,Earthy,Freewheeling,Gritty,Laid-Back/Mellow,Organic,Passionate,Sensual,Smooth,Soothing,Summery,Sweet,Warm","5,6,6,6,6,7,7,8,8,9,9,9,9",Reggae,9,Summer,5,"Rocksteady,Roots Reggae","7,9","soothing,summery,sweet,warm",reggae,summer,roots reggae,T2
MT0010611876,Q1,0.82125,0.6375,"Celebratory,Cheerful,Energetic,Exciting,Freewheeling,Happy,Joyous,Lively,Passionate,Playful,Summery,Urgent","9,9,9,9,9,9,9,9,9,9,9,9",R&B,9,"At the Beach,Day Driving,Partying,Playful,Summer,TGIF","9,9,9,9,9,9","Motown,Pop-Soul,Soul","9,9,9","celebratory,cheerful,energetic,exciting,freewheeling,happy,joyous,lively,passionate,playful,summery,urgent",r&b,"at the beach,day driving,partying,playful,summer,tgif","motown,pop-soul,soul",T2
